cycle,capacity,temp_max,voltage_min,discharge_ref,re,rct,H_structural_disruption,F_Q,F_C,Delta_F,CRLB,Coherence_percent,Omega,unit_id,RUL,variance_score,drift_score
21,1.9575499080884022,37.90362577530197,2.35887751155593,21.0,0.061742472450267594,0.0818698286724808,0.07576132736686503,4.0,3.437593650440728,0.5624063495592719,0.29090116566621876,96.39231774443499,89.08950780414798,1,96.17814345585967,0.0818698286724808,1.9575499080884022
22,1.9458150170787551,37.6701605139887,2.218672914041916,22.0,0.061157039632072766,0.08123971523012624,0.0673835207745288,4.0,3.4956778996134004,0.5043221003865996,0.28606754647234334,96.79126091549864,90.2691249748063,1,95.6015859814876,0.08123971523012624,1.9458150170787551
23,1.9242461121680094,37.34166959188387,2.339723057947995,23.0,0.0606661661972243,0.08116327698135076,0.087196224519689,4.0,3.359868754597507,0.6401312454024932,0.297630673409978,95.84779883239575,87.49023264568818,1,94.5418647339628,0.08116327698135076,1.9242461121680094
24,1.9459811331421641,37.28979017254232,2.3997508208942735,24.0,0.06133524465000912,0.08161184301799668,0.07595964952891487,4.0,3.4362304188076376,0.5637695811923624,0.29101657284874316,96.38287383195645,89.06166451509141,1,95.60974757905957,0.08161184301799668,1.9459811331421641
25,1.901407930553079,37.16794481484507,2.491410879472442,25.0,0.061220732166117155,0.08096378088376184,0.09131315718364441,4.0,3.3323176295351264,0.6676823704648736,0.30009144120499237,95.65175441982645,86.91749073359748,1,93.41978151219875,0.08096378088376184,1.901407930553079
26,1.878674213680085,37.51577848501052,2.1387303309558976,26.0,0.061200221740678726,0.08142504510585738,0.10930806955167804,4.0,3.214520564562502,0.7854794354374981,0.31108838158454916,94.79485383087247,84.43301135518631,1,92.3028308415357,0.08142504510585738,1.878674213680085
27,1.8683061328264219,37.24165964092258,2.346064498302046,27.0,0.06077024267777062,0.08129411263404349,0.12005377311928722,4.0,3.146173066991679,0.853826933008321,0.3178464689344583,94.28315366098632,82.96410532239938,1,91.79342734506018,0.08129411263404349,1.8683061328264219
28,1.8560244070082998,37.27233216178077,2.327337743316428,28.0,0.06163700295423501,0.08181981053399687,0.13285149782758565,4.0,3.0666671882387364,0.9333328117612636,0.32608690106158045,93.6737381986864,81.22904177188178,1,91.19000283836426,0.08181981053399687,1.8560244070082998
29,1.8451997961855777,37.207134503019795,2.4863117233366316,29.0,0.06137840427345972,0.082209771462218,0.14307633146549215,4.0,3.0045917389920134,0.9954082610079866,0.33282391980997794,93.18684135878608,79.85400995631417,1,90.65816915777205,0.082209771462218,1.8451997961855777
30,1.857228890885317,37.49607769896255,2.2921663510920895,30.0,0.06209144685667864,0.08164302964777198,0.13223778972116795,4.0,3.070433576254954,0.929566423745046,0.3256869022451586,93.7029623942301,81.31188975689139,1,91.24918141799353,0.08164302964777198,1.857228890885317
31,1.9247760889090635,37.250073961181094,2.4343006861812118,31.0,0.06294269669971025,0.08086001774026572,0.0934615471303537,4.0,3.3180301112883384,0.6819698887116616,0.3013836422393755,95.54945013664982,86.61925069942394,1,94.56790349742867,0.08086001774026572,1.9247760889090635
32,1.8822317526092551,37.39699052067588,2.472619908000758,32.0,0.06241645261905607,0.0815998917514275,0.12267542748536053,4.0,3.129719882534167,0.8702801174658328,0.31951741290990215,94.15831297688759,82.60740168114754,1,92.47761948322794,0.0815998917514275,1.8822317526092551
33,1.855276687885587,37.2852066420257,2.403422072720937,33.0,0.06229091395622193,0.08147423946316282,0.13444378236832843,4.0,3.0569167085063644,0.9430832914936356,0.32712700258313826,93.5979151253177,81.0142573940802,1,91.15326597829659,0.08147423946316282,1.855276687885587
34,1.8392508917181876,37.080390421974414,2.4006679782182205,34.0,0.06245701559440814,0.08207938843092191,0.15699770800036017,4.0,2.922089507463196,1.077910492536804,0.34222086539304786,92.52391866664952,77.9978755007738,1,90.36588818710266,0.08207938843092191,1.8392508917181876
35,1.8185396073994429,36.98024266357476,2.3194299432177345,35.0,0.06279084193946782,0.0822813579871004,0.1755053069053213,4.0,2.8159051277800593,1.1840948722199407,0.355125600693926,91.64260443307994,75.55884101644929,1,89.34830346748316,0.0822813579871004,1.8185396073994429
36,1.8134770059567056,37.598741245467004,2.3401731734980076,36.0,0.062406736212742314,0.08158146727031276,0.1567502485759752,4.0,2.9235360625723996,1.0764639374276004,0.34205153574199687,92.53570244876309,78.030708087767,1,89.09956824708976,0.08158146727031276,1.8134770059567056
37,1.7971018450305436,37.33680914521836,2.3829603510808774,37.0,0.062456896400268906,0.08192346422028718,0.17373605914228663,4.0,2.8258868451927013,1.1741131548072987,0.3538712109797194,91.72685432655778,75.79059213834303,1,88.29502550201761,0.08192346422028718,1.7971018450305436
38,1.7810046294120476,37.39499820465976,2.351855540704836,38.0,0.06297992649621818,0.08359666817794405,0.21409871996356677,4.0,2.6067309356171218,1.3932690643828782,0.38362225511520176,89.80482285887777,70.57772523823718,1,87.50413873759919,0.08359666817794405,1.7810046294120476
39,1.7710130422682329,37.35233964342659,2.3535104841115886,39.0,0.06343084996335054,0.08382622023147561,0.22743538371990613,4.0,2.5381198583265414,1.4618801416734586,0.39399242581842847,89.16974363238542,68.88938877314818,1,87.01323309187394,0.08382622023147561,1.7710130422682329
40,1.7604712448170943,37.58677381866742,2.3948058223938364,40.0,0.0617929633759305,0.08250309395490658,0.19253505532365234,4.0,2.7216117241694557,1.2783882758305443,0.36742934016613493,90.83166403220704,73.34338457262666,1,86.49529456915789,0.08250309395490658,1.7604712448170943
41,1.7502913788006587,38.207044569893476,2.4418858444380294,41.0,0.0639342167057271,0.0827170603713385,0.21806783148685283,4.0,2.586120039207755,1.413879960792245,0.38667965324082365,89.6158175482451,70.07349054857784,1,85.9951384249673,0.0827170603713385,1.7502913788006587
42,1.7394925037732578,38.340431886092745,2.391848815367812,42.0,0.062075541718123226,0.08253481117265961,0.20011929658332406,4.0,2.6806405253248977,1.3193594746751023,0.3730451698214174,90.47050968650838,72.36561492650952,1,85.46456919285944,0.08253481117265961,1.7394925037732578
43,1.7546766553637203,38.521539672721865,2.3166154227865463,,0.06246700955539772,0.08309280049905887,0.2043107344167605,4.0,2.658262974251619,1.341737025748381,0.37618550522885347,90.2709174087257,71.82759997647422,1,86.21059538809914,0.08309280049905887,1.7546766553637203
44,1.7659390941842175,38.03707160241571,2.4110989960643794,44.0,0.06285847739267221,0.08365078982545812,0.2157810017548274,4.0,2.597975161580765,1.4020248384192349,0.3849151503787048,89.72471420215108,70.36382548944533,1,86.7639403894526,0.08365078982545812,1.7659390941842175
45,1.7337887419624838,37.934285687720596,2.4510125175432287,45.0,0.0632239428453616,0.08433219314148174,0.24607530876674244,4.0,2.4452411394031177,1.5547588605968823,0.40895762135103764,88.28212815396465,66.55807620989268,1,85.18433254632082,0.08433219314148174,1.7337887419624838
46,1.713325912040734,37.88470784051604,2.471216186082459,46.0,0.0629780405729154,0.0842027189749239,0.2515077386611194,4.0,2.41881774046517,1.5811822595348302,0.4134251139598832,88.02344101613717,65.88486441699808,1,84.17895486292434,0.0842027189749239,1.713325912040734
47,1.7024077813673466,38.065368726791895,2.470968641396993,,0.06412842289397937,0.0827017038224403,0.24350144954410258,4.0,2.457861006212341,1.5421389937876588,0.4068578318596781,88.40469287885226,66.87802201635053,1,83.64252637451848,0.0827017038224403,1.7024077813673466
48,1.82371946178183,39.788440481350335,2.4288023941361625,48.0,0.06527880521504334,0.0812006886699567,0.17431320631595948,4.0,2.8226268218562813,1.1773731781437187,0.35427991835716943,91.69937112781146,75.71495972936552,1,89.60279954741002,0.0812006886699567,1.82371946178183
49,1.8081284050314708,39.212903178007906,2.3551430866643166,49.0,0.0647644060700826,0.08232415937884618,0.1904547602981519,4.0,2.7329588237779237,1.2670411762220763,0.36590379309763743,90.930725700088,73.61253613314075,1,88.83678132914206,0.08232415937884618,1.8081284050314708
50,1.7757610945034283,38.66937823121345,2.365933525789291,50.0,0.06438754632875068,0.08309459333402791,0.21272096230235493,4.0,2.613923728025339,1.386076271974661,0.38256663317236095,89.87043036655453,70.75310593645428,1,87.246513912519,0.08309459333402791,1.7757610945034283
51,1.7447409841836798,38.5170065164806,2.3481961394586457,51.0,0.06406093730838172,0.08334842986463828,0.229468276373892,4.0,2.527821357829398,1.472178642170602,0.3955975753202295,89.07293922029086,68.63352538585427,1,85.72243699983238,0.08334842986463828,1.7447409841836798
52,1.729207034132373,38.292505299491516,2.46945948630322,52.0,0.06452278976389472,0.08414837124070625,0.25531365946285844,4.0,2.400475978809548,1.5995240211904518,0.4165840478420131,87.84220669224484,65.41489144635501,1,84.95922454210778,0.08414837124070625,1.729207034132373
53,1.7081086552553244,38.52091685291118,2.4666715880697576,53.0,0.06451976427164638,0.08339977278729138,0.2518434345757179,4.0,2.417194311037514,1.5828056889624862,0.4137027774034342,88.00745549639439,65.84335563591279,1,83.92262113192731,0.08339977278729138,1.7081086552553244
54,1.6975954237461768,38.95436345473558,2.4482931262785135,54.0,0.0652655378415091,0.08425220058836727,0.27540686762884603,4.0,2.3059220677762595,1.6940779322237405,0.4336660002410058,86.88538725576925,62.95655490893858,1,83.40608610817466,0.08425220058836727,1.6975954237461768
55,1.6820634524029463,38.731363854696035,2.4745215382882586,55.0,0.06466628462919333,0.08529287025378227,0.29129523106931254,4.0,2.2337993920863264,1.7662006079136736,0.4476677733652792,86.12879852050892,61.03989025375501,1,82.64297086813447,0.08529287025378227,1.6820634524029463
56,1.6714768322295086,38.74827601131975,2.469127855241356,56.0,0.06549049271476204,0.08566728413927296,0.3085706778703238,4.0,2.1579377178752224,1.8420622821247776,0.4634054040190898,85.30615819665125,58.9831791353975,1,82.1228301199745,0.08566728413927296,1.6714768322295086
57,1.6607591387047655,38.84227056628921,2.4177173347922416,57.0,0.06631127129206606,0.08686101810113026,0.33649563682443107,4.0,2.0407208177320117,1.9592791822679883,0.49002293273578024,83.97639824645566,55.718706640292524,1,81.59624948921793,0.08686101810113026,1.6607591387047655
58,1.651121015038069,39.221381996208315,2.3775131079338427,58.0,0.0668664901524618,0.08665873588048373,0.34503695257197564,4.0,2.0061560055369267,1.9938439944630733,0.4984657211303766,83.56966892514401,54.73504503176339,1,81.12271017518528,0.08665873588048373,1.651121015038069
59,1.6401349256190927,39.466510899162515,2.443723814618984,59.0,0.06652785806253253,0.08672802423593257,0.3491231637787192,4.0,1.9898276631665803,2.0101723368334197,0.5025560848865754,83.37508743910861,54.26691313203966,1,80.58294274458677,0.08672802423593257,1.6401349256190927
60,1.6291999416165441,39.352653481724175,2.4324278256917147,60.0,0.06630921016869827,0.08759655559416718,0.3622181832596689,4.0,1.9383905097726284,2.0616094902273714,0.515891919073262,82.75151508287291,52.7774116275696,1,80.04568622012265,0.08759655559416718,1.6291999416165441
61,1.6088496302961666,39.31890647034385,2.494085641889116,61.0,0.06636658024874226,0.08816954421138852,0.37767032589618055,4.0,1.8794021281599083,2.1205978718400917,0.5320841053740232,82.01569876684854,51.04080308496988,1,79.04583678923177,0.08816954421138852,1.6088496302961666
62,1.6035244898969248,39.47196886600465,2.382347172890769,62.0,0.06751729275134018,0.08891995497009901,0.3991329902528479,4.0,1.8004351408698105,2.1995648591301897,0.5554212852771184,80.99366713081677,48.666422577350076,1,78.78420253146665,0.08891995497009901,1.6035244898969248
63,1.5989712144027983,39.74009698783903,2.406668297987779,63.0,0.06739572648641193,0.08838443377897617,0.39497026821354797,4.0,1.8154871332712872,2.1845128667287126,0.5508163520818358,81.19189198983105,49.123508633842064,1,78.56049146190021,0.08838443377897617,1.5989712144027983
64,1.5876273123575604,39.03600072360686,2.4204142690378765,,0.06726953571830373,0.08890525406891803,0.4001728688244537,4.0,1.7966945641185939,2.203305435881406,0.556577628702612,80.94414910359744,48.55249674225652,1,78.0031440176547,0.08890525406891803,1.5876273123575604
65,1.5829719744686166,39.16106395962828,2.4507845245525193,65.0,0.06714334495019553,0.0894260743588599,0.40796588503173126,4.0,1.7689083255050573,2.2310916744949427,0.5653204214042471,80.57305309372708,47.701996178636044,1,77.77441842886215,0.0894260743588599,1.5829719744686166
66,1.567137636713563,39.20051799483514,2.3930328819230717,66.0,0.06764623541819617,0.08998287521427334,0.4243084172543039,4.0,1.7120261063016915,2.2879738936983083,0.5841032425376935,79.79483727360459,45.93721616497669,1,76.99644735295674,0.08998287521427334,1.567137636713563
67,1.5613446139713882,39.15878418316098,2.3938995980718403,67.0,0.06791403552174893,0.09067026797564531,0.4360343408853721,4.0,1.6723430705478337,2.327656929452166,0.5979634308362431,79.23645995783943,44.686642366032736,1,76.71182514739364,0.09067026797564531,1.5613446139713882
68,1.5511711892790419,39.18225956809825,2.4373294683003053,68.0,0.0677131028869942,0.09056576585455803,0.43701583012926715,4.0,1.6690635169757868,2.330936483024213,0.5991383730032768,79.1897223747968,44.58256011346878,1,76.21198547768459,0.09056576585455803,1.5511711892790419
69,1.5406741606295171,39.38159156766375,2.3705330061374523,69.0,0.06829101961257207,0.09150549164769636,0.4564447277068976,4.0,1.6054513077836279,2.394548692216372,0.6228778133299657,78.26453677586203,42.541101598097214,1,75.69624653118686,0.09150549164769636,1.5406741606295171
70,1.5253138744624433,39.44712875501599,2.351294851260762,70.0,0.06844991499773126,0.09114843023727007,0.4591140941537464,4.0,1.5969030707581562,2.403096929241844,0.6262120840717236,78.13742408791684,42.263431408285776,1,74.94156650980108,0.09114843023727007,1.5253138744624433
71,1.5301570318067428,39.40950590627068,2.436845595522602,71.0,0.0686165085593864,0.0917766963690071,0.4653375476976265,4.0,1.5771497554719804,2.4228502445280196,0.6340551976947416,77.84106915725589,41.61869692545709,1,75.17952002501654,0.0917766963690071,1.5301570318067428
72,1.5246566834474087,39.48443326993031,2.39030487147494,72.0,0.06921551058099658,0.09230201912409518,0.4773012743737177,4.0,1.5398604760790646,2.4601395239209354,0.6494094858167232,77.27136788696582,40.38964552191667,1,74.90927746753414,0.09230201912409518,1.5246566834474087
73,1.5145492986655427,39.4416762582387,2.4892160721496315,73.0,0.06926099367250901,0.09271027162562143,0.48490129455152975,4.0,1.5166315224523446,2.483368477547655,0.6593559379426798,76.90946216421287,39.61596439752415,1,74.4126824640059,0.09271027162562143,1.5145492986655427
74,1.509391504602082,39.53866201326228,2.450611393803655,74.0,0.06962565200597422,0.09290094164835677,0.4914495184423232,4.0,1.4968985349789854,2.5031014650210146,0.6680479515694354,76.59764197893699,38.95376771457093,1,74.15927024943012,0.09290094164835677,1.509391504602082
75,1.5039974333050705,39.5867547936938,2.4111946043456745,75.0,0.06874128933795264,0.09288859111266194,0.48737452892914734,4.0,1.509148075589836,2.4908519244101637,0.6626255012180694,76.79168909861203,39.36537579850245,1,73.89424928579005,0.09288859111266194,1.5039974333050705
76,1.4935201918040188,39.499752884420865,2.4609139768640715,76.0,0.06926058250585246,0.0935535036071273,0.5004365462435421,4.0,1.4702335542796185,2.5297664457203815,0.680164044065759,76.16968827411704,38.05159254577068,1,73.37948251946334,0.0935535036071273,1.4935201918040188
77,1.4876323024497422,39.9686395722832,2.378420264362521,,0.06963553747152271,0.09365516351594735,0.5080717500703873,4.0,1.4479530378001426,2.5520469621998574,0.6906301336397538,75.80610713950537,37.2911656191136,1,73.09019933714036,0.09365516351594735,1.4876323024497422
78,1.5302876214401704,40.42668250871336,2.3844697219937414,78.0,0.07001049243719294,0.0937568234247674,0.5008865650740879,4.0,1.4689108840259746,2.5310891159740256,0.6807764928933001,76.14825880599582,38.00661901628791,1,75.18593614163545,0.0937568234247674,1.5302876214401704
79,1.5040760088360112,40.02451449021777,2.448639661640692,79.0,0.06953844034708007,0.09394856311874106,0.5056932734750518,4.0,1.454857291208926,2.545142708791074,0.687352640044194,75.91936792975945,37.52745424120253,1,73.89810985080334,0.09394856311874106,1.5040760088360112
80,1.4887593608730894,40.02167483360719,2.362869757217078,80.0,0.07004018595273713,0.09461809491224035,0.5200686327371566,4.0,1.413624672655694,2.5863753273443058,0.7074013487054936,75.23482701251635,36.107553393900474,1,73.14557385723607,0.09461809491224035,1.4887593608730894
81,1.4782779285546637,40.078211781584145,2.479712742728869,81.0,0.07052942825613637,0.09491121590197284,0.5292660680142103,4.0,1.3878589350223494,2.6121410649776506,0.7205343243215828,74.79685390408522,35.209417138436706,1,72.63060118809538,0.09491121590197284,1.4782779285546637
82,1.478459982215684,40.565789328351094,2.4609902569842412,82.0,0.070074819035404,0.09417019828720988,0.5216421369712365,4.0,1.4091829765334563,2.5908170234665437,0.7096310533497694,75.15989823946492,35.953328307289766,1,72.63954583009604,0.09417019828720988,1.478459982215684
83,1.473214844899973,40.75221353269305,2.4794507375590507,83.0,0.07121953482551185,0.09395983837029895,0.5291409924201841,4.0,1.38820615301048,2.61179384698952,0.7203541043463815,74.80280988475315,35.22157682651651,1,72.38184227571321,0.09395983837029895,1.473214844899973
84,1.4675164935067897,40.71162611325717,2.421513989921717,84.0,0.07069763130070827,0.09453641103997262,0.5328836803312678,4.0,1.377853702565687,2.622146297434313,0.7257664570178318,74.62458665089201,34.858362273165085,1,72.10187145326269,0.09453641103997262,1.4675164935067897
85,1.4516292657521335,40.58721297402195,2.3927989623544175,85.0,0.07071889847109952,0.0952222414284162,0.543355734204174,4.0,1.3492958890358488,2.650704110964151,0.7411272858131649,74.12591741884886,33.84917513617226,1,71.32130179126342,0.0952222414284162,1.4516292657521335
86,1.4519237720967177,40.37035790264624,2.410475236770924,86.0,0.07238812820206149,0.09575518701199008,0.5569324023352877,4.0,1.313150952638602,2.686849047361398,0.7615270719566803,73.47940941260535,32.556345406264896,1,71.33577144710263,0.09575518701199008,1.4519237720967177
87,1.4471484694777745,40.667923693760464,2.4915333699239977,87.0,0.07216528536325068,0.09533224384596536,0.5544892364571754,4.0,1.319583145956389,2.680416854043611,0.7578150744531025,73.59575064489641,32.787699063315124,1,71.10115176336829,0.09533224384596536,1.4471484694777745
88,1.4468538105659885,40.990356883952465,2.444861994529003,88.0,0.071331360301736,0.09636372454261968,0.560495887792541,4.0,1.3038254348130502,2.6961745651869498,0.7669738396715551,73.30971962892662,32.21992324168912,1,71.08667461161282,0.09636372454261968,1.4468538105659885
89,1.4416741930284678,40.997744028174516,2.4840755398082255,89.0,0.07089155103450062,0.09444625441714843,0.5419072769643912,4.0,1.3532103510272762,2.6467896489727236,0.7389834102590628,74.19489157312422,33.98813991606422,1,70.8321901683239,0.09444625441714843,1.4416741930284678
90,1.5935866593100128,40.77265883698999,2.479017302613424,90.0,0.07075152805097641,0.09048196250260114,0.4527220735526809,4.0,1.6174489955646298,2.38255100443537,0.618257517079179,78.4418060213009,42.92946894612039,1,78.2959380474406,0.09048196250260114,1.5935866593100128
91,1.5463902376915637,40.522204934304625,2.4820670710190385,91.0,0.07056782176177043,0.09185948850406866,0.4804338864557006,4.0,1.5302430640955378,2.469756935904462,0.6534909541256819,77.12219588306188,40.070079582964624,1,75.9770882494014,0.09185948850406866,1.5463902376915637
92,1.51470559175661,40.57746834859555,2.452449045714353,92.0,0.0713751691518506,0.09324689906799327,0.5100657303111035,4.0,1.4421901570144957,2.5578098429855043,0.6933898384593876,75.71115569947126,37.09348977492279,1,74.42036144029748,0.09324689906799327,1.51470559175661
93,1.4989786083335404,40.516963879873735,2.4198491932573414,93.0,0.07183322266256523,0.093517081571307,0.5200024360421176,4.0,1.4138118396079653,2.5861881603920347,0.707307699642188,75.23797923608964,36.11404675043676,1,73.64766488653811,0.093517081571307,1.4989786083335404
94,1.4831110745410492,40.34325381638243,2.4706823501191706,94.0,0.0705824387017896,0.09378113697468468,0.5185574720302784,4.0,1.417903563609654,2.582096436390346,0.7052665820616402,75.30678704617722,36.255889928789045,1,72.86806282628963,0.09378113697468468,1.4831110745410492
95,1.4729664825468278,40.39341126895154,2.413759774558071,95.0,0.0713911087071809,0.09426665222179358,0.5314536249400961,4.0,1.3818001577561645,2.6181998422438353,0.7236936501902341,74.69268452666209,34.9969865784605,1,72.36963976177928,0.09426665222179358,1.4729664825468278
96,1.4627604396099307,40.46341487442664,2.4562499847243027,96.0,0.0716552811468783,0.09537228797346656,0.5466113698109596,4.0,1.3405387983903532,2.6594612016096466,0.7459687113873512,73.97088715185906,33.537559199649465,1,71.86819749578868,0.09537228797346656,1.4627604396099307
97,1.4518364681062514,40.5818264138806,2.401794655879554,97.0,0.07214064591852332,0.09579225917479031,0.5568250365432406,4.0,1.3134329578994517,2.686567042100548,0.7613635655978064,73.48452206936949,32.566500382730254,1,71.33148203630158,0.09579225917479031,1.4518364681062514
98,1.4468670644030392,40.61670777074496,2.4087687236133313,98.0,0.07264910412066254,0.09626997859546918,0.5654892259681363,4.0,1.290869353949951,2.709130646050049,0.774671733386562,73.07194162056494,31.750545913562828,1,71.08732579778997,0.09626997859546918,1.4468670644030392
99,1.441380399427779,40.631647661681036,2.4308118485818704,99.0,0.07201808372970395,0.09519044304035365,0.5537606250596689,4.0,1.3215074743436612,2.6784925256563388,0.756711573271017,73.63044642573004,32.856804389595304,1,70.81775553094546,0.09519044304035365,1.441380399427779
100,1.431210744960774,40.74323383889164,2.398886415333129,100.0,0.07206780276720301,0.09615938774182586,0.5659596962528936,4.0,1.2896552938736408,2.7103447061263592,0.7754009964913765,73.04953827367173,31.706443780890357,1,70.31810109956534,0.09615938774182586,1.431210744960774
101,1.4260247179525716,40.81715493531611,2.3814379490849835,101.0,0.07207256489262699,0.09579207703351438,0.5644582941405195,4.0,1.293533696366006,2.706466303633994,0.773076111437494,73.12103361235621,31.847259713734037,1,70.06330174681324,0.09579207703351438,1.4260247179525716
102,1.420487649966195,40.72877617289365,2.459885297095542,102.0,0.07273005071116265,0.09626594372843275,0.5733760600897955,4.0,1.270667357676295,2.7293326423237048,0.7869880295254676,72.69637809096213,31.014015238368135,1,69.79125508434085,0.09626594372843275,1.420487649966195
103,1.4207006230355006,41.45494452672042,2.4007285025453995,103.0,0.07255344400984245,0.09400039614590885,0.5555380621418962,4.0,1.3168180217104235,2.6831819782895767,0.7594063746948827,73.54580656467161,32.6883117070712,1,69.80171885557206,0.09400039614590885,1.4207006230355006
104,1.452255804330839,41.39678877103747,2.472830716079143,104.0,0.07327059808466667,0.09516967318443818,0.5613390023357672,4.0,1.301628739027877,2.698371260972123,0.7682682242763411,73.26957131734441,32.14050325249696,1,71.35208482113887,0.09516967318443818,1.452255804330839
105,1.431557632772571,41.36669473718026,2.467318928642863,105.0,0.0729090415548295,0.09579079487884534,0.5701498382480957,4.0,1.2788927757273203,2.7211072242726795,0.7819263811473867,72.85000770247163,31.314587594534903,1,70.33514435633658,0.09579079487884534,1.431557632772571
